age,Medu,Fedu,studytime,failures,freetime,Dalc,Walc,G1,G2,G3,alc_mean,parent_edu_mean,school_MS,address_U,Mjob_teacher,reason_other,reason_reputation,higher_yes,internet_yes,at_risk
1.0316951635937113,1.310215632680141,1.5407154371084224,0.08365294968062233,-0.3743051181921297,-0.17164653548813819,-0.5435553304269218,-0.9976946599159401,-4.155470294933876,-0.1958196099225682,-0.28065754712216395,-0.8954566573133717,1.5685795693168592,False,True,False,False,False,True,False,0
0.210136683627676,-1.3360393847765342,-1.1888322936014033,0.08365294968062233,-0.3743051181921297,-0.17164653548813819,-0.5435553304269218,-0.9976946599159401,-0.874569782267105,-0.1958196099225682,-0.28065754712216395,-0.8954566573133717,-1.392180897440218,False,True,False,False,False,True,True,0
-1.4329802763043944,-1.3360393847765342,-1.1888322936014033,0.08365294968062233,-0.3743051181921297,-0.17164653548813819,0.5385532875088825,0.5606779857770687,0.21906372195515192,0.4911367513733601,0.029115833970156463,0.6114181151923626,-1.392180897440218,False,True,False,True,False,True,True,0
-1.4329802763043944,1.310215632680141,-0.2789830500314615,1.2901143795189296,-0.3743051181921297,-1.1237713349052476,-0.5435553304269218,-0.9976946599159401,0.9481527247699899,0.8346149320213242,0.6486625961547973,-0.8954566573133717,0.5816594137311668,False,True,False,False,False,True,True,0
-0.6114217963383591,0.4281306268612493,0.6308661935384804,0.08365294968062233,-0.3743051181921297,-0.17164653548813819,-0.5435553304269218,-0.2185083370694357,-0.14548077945226706,0.4911367513733601,0.3388892150624769,-0.39316506647812693,0.5816594137311668,False,True,False,False,False,True,False,0
-0.6114217963383591,1.310215632680141,0.6308661935384804,0.08365294968062233,-0.3743051181921297,0.7804782639289712,-0.5435553304269218,-0.2185083370694357,0.21906372195515192,0.14765857072539595,0.3388892150624769,-0.39316506647812693,1.075119491524013,False,True,False,False,True,True,True,0
-0.6114217963383591,-0.45395437895764235,-0.2789830500314615,0.08365294968062233,-0.3743051181921297,0.7804782639289712,-0.5435553304269218,-0.9976946599159401,0.5836082233625709,0.14765857072539595,0.3388892150624769,-0.8954566573133717,-0.40526074185452554,False,True,False,False,False,True,True,0
0.210136683627676,1.310215632680141,1.5407154371084224,0.08365294968062233,-0.3743051181921297,-2.075896134322357,-0.5435553304269218,-0.9976946599159401,-0.510025280859686,0.4911367513733601,0.3388892150624769,-0.8954566573133717,1.5685795693168592,False,True,False,False,False,True,False,0
-1.4329802763043944,0.4281306268612493,-0.2789830500314615,0.08365294968062233,-0.3743051181921297,-1.1237713349052476,-0.5435553304269218,-0.9976946599159401,1.3126972261774088,1.5215712933172525,1.5779827394317587,-0.8954566573133717,0.08819933593832062,False,True,False,False,False,True,True,0
-1.4329802763043944,0.4281306268612493,1.5407154371084224,0.08365294968062233,-0.3743051181921297,1.7326030633460807,-0.5435553304269218,-0.9976946599159401,0.21906372195515192,0.14765857072539595,0.3388892150624769,-0.8954566573133717,1.075119491524013,False,True,False,False,False,True,True,0
